,words,surprisal,entropy,id,word_order,surprisal_new
0,Ein,18.193517684936523,8.896342277526855,dis_205,1,
1,Lächeln,13.503931045532227,11.972281455993652,dis_205,2,13.503931045532227
2,erhellte,18.100157499313354,8.2499840259552,dis_205,3,18.100157499313354
3,das,3.3653552532196045,5.415825843811035,dis_205,4,3.3653552532196045
4,Gesicht,2.513301134109497,9.006331443786621,dis_205,5,2.513301134109497
5,des,1.7126868963241577,3.0453646183013916,dis_205,6,1.7126868963241577
6,müden,17.325877889990807,10.960483729839325,dis_205,7,17.325877889990807
7,Reisenden,10.587977409362793,9.852770805358887,dis_205,8,10.587977409362793
8,Die,17.841373443603516,8.896342277526855,dis_136,1,
9,Lampe,16.57200813293457,12.353851318359375,dis_136,2,16.57200813293457
10,erhellte,19.559278964996338,9.483425617218018,dis_136,3,19.559278964996338
11,den,2.229905366897583,5.654428958892822,dis_136,4,2.229905366897583
12,Raum,3.7333054542541504,8.962226867675781,dis_136,5,3.7333054542541504
13,mit,5.292285919189453,4.54368257522583,dis_136,6,5.292285919189453
14,warmem,7.726622521877289,9.031869173049927,dis_136,7,7.726622521877289
15,Licht,1.0052555799484253,4.821784019470215,dis_136,8,1.0052555799484253
16,Auf,20.565061569213867,8.896342277526855,dis_180,1,
17,dem,3.501103639602661,8.60616397857666,dis_180,2,3.501103639602661
18,Jahrmarkt,10.911924861371517,10.906626045703888,dis_180,3,10.911924861371517
19,fand,8.842042922973633,8.02263355255127,dis_180,4,8.842042922973633
20,sie,8.3627290725708,5.5681586265563965,dis_180,5,8.3627290725708
21,das,5.746056079864502,7.667519569396973,dis_180,6,5.746056079864502
22,Ticket,11.079549789428711,9.62474536895752,dis_180,7,11.079549789428711
23,ins,7.962850570678711,5.201857566833496,dis_180,8,7.962850570678711
24,Abenteuer,11.070442199707031,9.349092483520508,dis_180,9,11.070442199707031
25,Mit,18.48605728149414,8.896342277526855,dis_066,1,
26,Samthandschuhen,21.768183648586273,17.00870645046234,dis_066,2,21.768183648586273
27,betrachtet,13.979959487915039,8.847668647766113,dis_066,3,13.979959487915039
28,der,6.00466775894165,5.558845520019531,dis_066,4,6.00466775894165
29,Künstler,6.7215447425842285,11.205465316772461,dis_066,5,6.7215447425842285
30,sein,7.023799419403076,7.5800862312316895,dis_066,6,7.023799419403076
31,unvollendetes,15.16398928500712,14.084422260522842,dis_066,7,15.16398928500712
32,Meisterwerk,5.420835733413696,6.157226860523224,dis_066,8,5.420835733413696
33,Die,17.841373443603516,8.896342277526855,dis_259,1,
